Date,RetailDayOfYear,RetailMonth,RetailYear,RetailWeek,RetailSemester,RetailMonthEnd,RetailWeekEnd,RetailSemesterEnd,IsWeekend,RetailYearStartPrev,MonthName,MonthAbbr
2024-06-19,136,5,2024,20,1,,2024-06-23,2024-08-04,False,2023-02-06,June,Jun
2024-06-20,137,5,2024,20,1,,2024-06-23,2024-08-04,False,2023-02-06,June,Jun
2024-06-21,138,5,2024,20,1,,2024-06-23,2024-08-04,False,2023-02-06,June,Jun
2024-06-22,139,5,2024,20,1,,2024-06-23,2024-08-04,True,2023-02-06,June,Jun
2024-06-23,140,5,2024,20,1,,2024-06-23,2024-08-04,False,2023-02-06,June,Jun
2024-06-24,141,5,2024,21,1,2024-06-30,2024-06-30,2024-08-04,False,2023-02-06,June,Jun
2024-06-25,142,5,2024,21,1,2024-06-30,2024-06-30,2024-08-04,False,2023-02-06,June,Jun
2024-06-26,143,5,2024,21,1,2024-06-30,2024-06-30,2024-08-04,False,2023-02-06,June,Jun
2024-06-27,144,5,2024,21,1,2024-06-30,2024-06-30,2024-08-04,False,2023-02-06,June,Jun
2024-06-28,145,5,2024,21,1,2024-06-30,2024-06-30,2024-08-04,False,2023-02-06,June,Jun
2024-06-29,146,5,2024,21,1,2024-06-30,2024-06-30,2024-08-04,True,2023-02-06,June,Jun
2024-06-30,147,5,2024,21,1,2024-06-30,2024-06-30,2024-08-04,False,2023-02-06,June,Jun
2024-07-01,148,6,2024,22,1,,2024-07-07,2024-08-04,False,2023-02-06,July,Jul
2024-07-02,149,6,2024,22,1,,2024-07-07,2024-08-04,False,2023-02-06,July,Jul
2024-07-03,150,6,2024,22,1,,2024-07-07,2024-08-04,False,2023-02-06,July,Jul
2024-07-04,151,6,2024,22,1,,2024-07-07,2024-08-04,False,2023-02-06,July,Jul
2024-07-05,152,6,2024,22,1,,2024-07-07,2024-08-04,False,2023-02-06,July,Jul
2024-07-06,153,6,2024,22,1,,2024-07-07,2024-08-04,True,2023-02-06,July,Jul
2024-07-07,154,6,2024,22,1,,2024-07-07,2024-08-04,False,2023-02-06,July,Jul
2024-07-08,155,6,2024,23,1,,2024-07-14,2024-08-04,False,2023-02-06,July,Jul
2024-07-09,156,6,2024,23,1,,2024-07-14,2024-08-04,False,2023-02-06,July,Jul
2024-07-10,157,6,2024,23,1,,2024-07-14,2024-08-04,False,2023-02-06,July,Jul
2024-07-11,158,6,2024,23,1,,2024-07-14,2024-08-04,False,2023-02-06,July,Jul
2024-07-12,159,6,2024,23,1,,2024-07-14,2024-08-04,False,2023-02-06,July,Jul
2024-07-13,160,6,2024,23,1,,2024-07-14,2024-08-04,True,2023-02-06,July,Jul
2024-07-14,161,6,2024,23,1,,2024-07-14,2024-08-04,False,2023-02-06,July,Jul
2024-07-15,162,6,2024,24,1,,2024-07-21,2024-08-04,False,2023-02-06,July,Jul
2024-07-16,163,6,2024,24,1,,2024-07-21,2024-08-04,False,2023-02-06,July,Jul
2024-07-17,164,6,2024,24,1,,2024-07-21,2024-08-04,False,2023-02-06,July,Jul
2024-07-18,165,6,2024,24,1,,2024-07-21,2024-08-04,False,2023-02-06,July,Jul
2024-07-19,166,6,2024,24,1,,2024-07-21,2024-08-04,False,2023-02-06,July,Jul
2024-07-20,167,6,2024,24,1,,2024-07-21,2024-08-04,True,2023-02-06,July,Jul
2024-07-21,168,6,2024,24,1,,2024-07-21,2024-08-04,False,2023-02-06,July,Jul
2024-07-22,169,6,2024,25,1,,2024-07-28,2024-08-04,False,2023-02-06,July,Jul
2024-07-23,170,6,2024,25,1,,2024-07-28,2024-08-04,False,2023-02-06,July,Jul
2024-07-24,171,6,2024,25,1,,2024-07-28,2024-08-04,False,2023-02-06,July,Jul
2024-07-25,172,6,2024,25,1,,2024-07-28,2024-08-04,False,2023-02-06,July,Jul
2024-07-26,173,6,2024,25,1,,2024-07-28,2024-08-04,False,2023-02-06,July,Jul
2024-07-27,174,6,2024,25,1,,2024-07-28,2024-08-04,True,2023-02-06,July,Jul
2024-07-28,175,6,2024,25,1,,2024-07-28,2024-08-04,False,2023-02-06,July,Jul
2024-07-29,176,6,2024,26,1,2024-08-04,2024-08-04,2024-08-04,False,2023-02-06,July,Jul
2024-07-30,177,6,2024,26,1,2024-08-04,2024-08-04,2024-08-04,False,2023-02-06,July,Jul
2024-07-31,178,6,2024,26,1,2024-08-04,2024-08-04,2024-08-04,False,2023-02-06,July,Jul
2024-08-01,179,6,2024,26,1,2024-08-04,2024-08-04,2024-08-04,False,2023-02-06,August,Aug
2024-08-02,180,6,2024,26,1,2024-08-04,2024-08-04,2024-08-04,False,2023-02-06,August,Aug
2024-08-03,181,6,2024,26,1,2024-08-04,2024-08-04,2024-08-04,True,2023-02-06,August,Aug
2024-08-04,182,6,2024,26,1,2024-08-04,2024-08-04,2024-08-04,False,2023-02-06,August,Aug
2024-08-05,183,7,2024,27,2,,2024-08-11,2025-02-02,False,2023-02-06,August,Aug
2024-08-06,184,7,2024,27,2,,2024-08-11,2025-02-02,False,2023-02-06,August,Aug
2024-08-07,185,7,2024,27,2,,2024-08-11,2025-02-02,False,2023-02-06,August,Aug
2024-08-08,186,7,2024,27,2,,2024-08-11,2025-02-02,False,2023-02-06,August,Aug
2024-08-09,187,7,2024,27,2,,2024-08-11,2025-02-02,False,2023-02-06,August,Aug
2024-08-10,188,7,2024,27,2,,2024-08-11,2025-02-02,True,2023-02-06,August,Aug
2024-08-11,189,7,2024,27,2,,2024-08-11,2025-02-02,False,2023-02-06,August,Aug
2024-08-12,190,7,2024,28,2,,2024-08-18,2025-02-02,False,2023-02-06,August,Aug
2024-08-13,191,7,2024,28,2,,2024-08-18,2025-02-02,False,2023-02-06,August,Aug
2024-08-14,192,7,2024,28,2,,2024-08-18,2025-02-02,False,2023-02-06,August,Aug
2024-08-15,193,7,2024,28,2,,2024-08-18,2025-02-02,False,2023-02-06,August,Aug
2024-08-16,194,7,2024,28,2,,2024-08-18,2025-02-02,False,2023-02-06,August,Aug
2024-08-17,195,7,2024,28,2,,2024-08-18,2025-02-02,True,2023-02-06,August,Aug
2024-08-18,196,7,2024,28,2,,2024-08-18,2025-02-02,False,2023-02-06,August,Aug
2024-08-19,197,7,2024,29,2,,2024-08-25,2025-02-02,False,2023-02-06,August,Aug
2024-08-20,198,7,2024,29,2,,2024-08-25,2025-02-02,False,2023-02-06,August,Aug
2024-08-21,199,7,2024,29,2,,2024-08-25,2025-02-02,False,2023-02-06,August,Aug
2024-08-22,200,7,2024,29,2,,2024-08-25,2025-02-02,False,2023-02-06,August,Aug
2024-08-23,201,7,2024,29,2,,2024-08-25,2025-02-02,False,2023-02-06,August,Aug
2024-08-24,202,7,2024,29,2,,2024-08-25,2025-02-02,True,2023-02-06,August,Aug
2024-08-25,203,7,2024,29,2,,2024-08-25,2025-02-02,False,2023-02-06,August,Aug
2024-08-26,204,7,2024,30,2,2024-09-01,2024-09-01,2025-02-02,False,2023-02-06,August,Aug
2024-08-27,205,7,2024,30,2,2024-09-01,2024-09-01,2025-02-02,False,2023-02-06,August,Aug
2024-08-28,206,7,2024,30,2,2024-09-01,2024-09-01,2025-02-02,False,2023-02-06,August,Aug
2024-08-29,207,7,2024,30,2,2024-09-01,2024-09-01,2025-02-02,False,2023-02-06,August,Aug
2024-08-30,208,7,2024,30,2,2024-09-01,2024-09-01,2025-02-02,False,2023-02-06,August,Aug
2024-08-31,209,7,2024,30,2,2024-09-01,2024-09-01,2025-02-02,True,2023-02-06,August,Aug
2024-09-01,210,7,2024,30,2,2024-09-01,2024-09-01,2025-02-02,False,2023-02-06,September,Sep
2024-09-02,211,8,2024,31,2,,2024-09-08,2025-02-02,False,2023-02-06,September,Sep
2024-09-03,212,8,2024,31,2,,2024-09-08,2025-02-02,False,2023-02-06,September,Sep
2024-09-04,213,8,2024,31,2,,2024-09-08,2025-02-02,False,2023-02-06,September,Sep
2024-09-05,214,8,2024,31,2,,2024-09-08,2025-02-02,False,2023-02-06,September,Sep
2024-09-06,215,8,2024,31,2,,2024-09-08,2025-02-02,False,2023-02-06,September,Sep
2024-09-07,216,8,2024,31,2,,2024-09-08,2025-02-02,True,2023-02-06,September,Sep
2024-09-08,217,8,2024,31,2,,2024-09-08,2025-02-02,False,2023-02-06,September,Sep
2024-09-09,218,8,2024,32,2,,2024-09-15,2025-02-02,False,2023-02-06,September,Sep
2024-09-10,219,8,2024,32,2,,2024-09-15,2025-02-02,False,2023-02-06,September,Sep
2024-09-11,220,8,2024,32,2,,2024-09-15,2025-02-02,False,2023-02-06,September,Sep
2024-09-12,221,8,2024,32,2,,2024-09-15,2025-02-02,False,2023-02-06,September,Sep
2024-09-13,222,8,2024,32,2,,2024-09-15,2025-02-02,False,2023-02-06,September,Sep
2024-09-14,223,8,2024,32,2,,2024-09-15,2025-02-02,True,2023-02-06,September,Sep
2024-09-15,224,8,2024,32,2,,2024-09-15,2025-02-02,False,2023-02-06,September,Sep
2024-09-16,225,8,2024,33,2,,2024-09-22,2025-02-02,False,2023-02-06,September,Sep
2024-09-17,226,8,2024,33,2,,2024-09-22,2025-02-02,False,2023-02-06,September,Sep
2024-09-18,227,8,2024,33,2,,2024-09-22,2025-02-02,False,2023-02-06,September,Sep
2024-09-19,228,8,2024,33,2,,2024-09-22,2025-02-02,False,2023-02-06,September,Sep
2024-09-20,229,8,2024,33,2,,2024-09-22,2025-02-02,False,2023-02-06,September,Sep
2024-09-21,230,8,2024,33,2,,2024-09-22,2025-02-02,True,2023-02-06,September,Sep
2024-09-22,231,8,2024,33,2,,2024-09-22,2025-02-02,False,2023-02-06,September,Sep
2024-09-23,232,8,2024,34,2,2024-09-29,2024-09-29,2025-02-02,False,2023-02-06,September,Sep
2024-09-24,233,8,2024,34,2,2024-09-29,2024-09-29,2025-02-02,False,2023-02-06,September,Sep
2024-09-25,234,8,2024,34,2,2024-09-29,2024-09-29,2025-02-02,False,2023-02-06,September,Sep
2024-09-26,235,8,2024,34,2,2024-09-29,2024-09-29,2025-02-02,False,2023-02-06,September,Sep
2024-09-27,236,8,2024,34,2,2024-09-29,2024-09-29,2025-02-02,False,2023-02-06,September,Sep
2024-09-28,237,8,2024,34,2,2024-09-29,2024-09-29,2025-02-02,True,2023-02-06,September,Sep
2024-09-29,238,8,2024,34,2,2024-09-29,2024-09-29,2025-02-02,False,2023-02-06,September,Sep
2024-09-30,239,9,2024,35,2,,2024-10-06,2025-02-02,False,2023-02-06,September,Sep
2024-10-01,240,9,2024,35,2,,2024-10-06,2025-02-02,False,2023-02-06,October,Oct
2024-10-02,241,9,2024,35,2,,2024-10-06,2025-02-02,False,2023-02-06,October,Oct
2024-10-03,242,9,2024,35,2,,2024-10-06,2025-02-02,False,2023-02-06,October,Oct
2024-10-04,243,9,2024,35,2,,2024-10-06,2025-02-02,False,2023-02-06,October,Oct
2024-10-05,244,9,2024,35,2,,2024-10-06,2025-02-02,True,2023-02-06,October,Oct
2024-10-06,245,9,2024,35,2,,2024-10-06,2025-02-02,False,2023-02-06,October,Oct
2024-10-07,246,9,2024,36,2,,2024-10-13,2025-02-02,False,2023-02-06,October,Oct
2024-10-08,247,9,2024,36,2,,2024-10-13,2025-02-02,False,2023-02-06,October,Oct
2024-10-09,248,9,2024,36,2,,2024-10-13,2025-02-02,False,2023-02-06,October,Oct
2024-10-10,249,9,2024,36,2,,2024-10-13,2025-02-02,False,2023-02-06,October,Oct
2024-10-11,250,9,2024,36,2,,2024-10-13,2025-02-02,False,2023-02-06,October,Oct
2024-10-12,251,9,2024,36,2,,2024-10-13,2025-02-02,True,2023-02-06,October,Oct
2024-10-13,252,9,2024,36,2,,2024-10-13,2025-02-02,False,2023-02-06,October,Oct
2024-10-14,253,9,2024,37,2,,2024-10-20,2025-02-02,False,2023-02-06,October,Oct
2024-10-15,254,9,2024,37,2,,2024-10-20,2025-02-02,False,2023-02-06,October,Oct
2024-10-16,255,9,2024,37,2,,2024-10-20,2025-02-02,False,2023-02-06,October,Oct
2024-10-17,256,9,2024,37,2,,2024-10-20,2025-02-02,False,2023-02-06,October,Oct
2024-10-18,257,9,2024,37,2,,2024-10-20,2025-02-02,False,2023-02-06,October,Oct
2024-10-19,258,9,2024,37,2,,2024-10-20,2025-02-02,True,2023-02-06,October,Oct
2024-10-20,259,9,2024,37,2,,2024-10-20,2025-02-02,False,2023-02-06,October,Oct
2024-10-21,260,9,2024,38,2,,2024-10-27,2025-02-02,False,2023-02-06,October,Oct
2024-10-22,261,9,2024,38,2,,2024-10-27,2025-02-02,False,2023-02-06,October,Oct
2024-10-23,262,9,2024,38,2,,2024-10-27,2025-02-02,False,2023-02-06,October,Oct
2024-10-24,263,9,2024,38,2,,2024-10-27,2025-02-02,False,2023-02-06,October,Oct
2024-10-25,264,9,2024,38,2,,2024-10-27,2025-02-02,False,2023-02-06,October,Oct
2024-10-26,265,9,2024,38,2,,2024-10-27,2025-02-02,True,2023-02-06,October,Oct
2024-10-27,266,9,2024,38,2,,2024-10-27,2025-02-02,False,2023-02-06,October,Oct
2024-10-28,267,9,2024,39,2,2024-11-03,2024-11-03,2025-02-02,False,2023-02-06,October,Oct
2024-10-29,268,9,2024,39,2,2024-11-03,2024-11-03,2025-02-02,False,2023-02-06,October,Oct
2024-10-30,269,9,2024,39,2,2024-11-03,2024-11-03,2025-02-02,False,2023-02-06,October,Oct
2024-10-31,270,9,2024,39,2,2024-11-03,2024-11-03,2025-02-02,False,2023-02-06,October,Oct
2024-11-01,271,9,2024,39,2,2024-11-03,2024-11-03,2025-02-02,False,2023-02-06,November,Nov
2024-11-02,272,9,2024,39,2,2024-11-03,2024-11-03,2025-02-02,True,2023-02-06,November,Nov
2024-11-03,273,9,2024,39,2,2024-11-03,2024-11-03,2025-02-02,False,2023-02-06,November,Nov
2024-11-04,274,10,2024,40,2,,2024-11-10,2025-02-02,False,2023-02-06,November,Nov
2024-11-05,275,10,2024,40,2,,2024-11-10,2025-02-02,False,2023-02-06,November,Nov
2024-11-06,276,10,2024,40,2,,2024-11-10,2025-02-02,False,2023-02-06,November,Nov
2024-11-07,277,10,2024,40,2,,2024-11-10,2025-02-02,False,2023-02-06,November,Nov
2024-11-08,278,10,2024,40,2,,2024-11-10,2025-02-02,False,2023-02-06,November,Nov
2024-11-09,279,10,2024,40,2,,2024-11-10,2025-02-02,True,2023-02-06,November,Nov
2024-11-10,280,10,2024,40,2,,2024-11-10,2025-02-02,False,2023-02-06,November,Nov
2024-11-11,281,10,2024,41,2,,2024-11-17,2025-02-02,False,2023-02-06,November,Nov
2024-11-12,282,10,2024,41,2,,2024-11-17,2025-02-02,False,2023-02-06,November,Nov
2024-11-13,283,10,2024,41,2,,2024-11-17,2025-02-02,False,2023-02-06,November,Nov
2024-11-14,284,10,2024,41,2,,2024-11-17,2025-02-02,False,2023-02-06,November,Nov
2024-11-15,285,10,2024,41,2,,2024-11-17,2025-02-02,False,2023-02-06,November,Nov
2024-11-16,286,10,2024,41,2,,2024-11-17,2025-02-02,True,2023-02-06,November,Nov
2024-11-17,287,10,2024,41,2,,2024-11-17,2025-02-02,False,2023-02-06,November,Nov
2024-11-18,288,10,2024,42,2,,2024-11-24,2025-02-02,False,2023-02-06,November,Nov
2024-11-19,289,10,2024,42,2,,2024-11-24,2025-02-02,False,2023-02-06,November,Nov
2024-11-20,290,10,2024,42,2,,2024-11-24,2025-02-02,False,2023-02-06,November,Nov
2024-11-21,291,10,2024,42,2,,2024-11-24,2025-02-02,False,2023-02-06,November,Nov
2024-11-22,292,10,2024,42,2,,2024-11-24,2025-02-02,False,2023-02-06,November,Nov
2024-11-23,293,10,2024,42,2,,2024-11-24,2025-02-02,True,2023-02-06,November,Nov
2024-11-24,294,10,2024,42,2,,2024-11-24,2025-02-02,False,2023-02-06,November,Nov
2024-11-25,295,10,2024,43,2,2024-12-01,2024-12-01,2025-02-02,False,2023-02-06,November,Nov
2024-11-26,296,10,2024,43,2,2024-12-01,2024-12-01,2025-02-02,False,2023-02-06,November,Nov
2024-11-27,297,10,2024,43,2,2024-12-01,2024-12-01,2025-02-02,False,2023-02-06,November,Nov
2024-11-28,298,10,2024,43,2,2024-12-01,2024-12-01,2025-02-02,False,2023-02-06,November,Nov
2024-11-29,299,10,2024,43,2,2024-12-01,2024-12-01,2025-02-02,False,2023-02-06,November,Nov
2024-11-30,300,10,2024,43,2,2024-12-01,2024-12-01,2025-02-02,True,2023-02-06,November,Nov
2024-12-01,301,10,2024,43,2,2024-12-01,2024-12-01,2025-02-02,False,2023-02-06,December,Dec
2024-12-02,302,11,2024,44,2,,2024-12-08,2025-02-02,False,2023-02-06,December,Dec
2024-12-03,303,11,2024,44,2,,2024-12-08,2025-02-02,False,2023-02-06,December,Dec
2024-12-04,304,11,2024,44,2,,2024-12-08,2025-02-02,False,2023-02-06,December,Dec
2024-12-05,305,11,2024,44,2,,2024-12-08,2025-02-02,False,2023-02-06,December,Dec
2024-12-06,306,11,2024,44,2,,2024-12-08,2025-02-02,False,2023-02-06,December,Dec
2024-12-07,307,11,2024,44,2,,2024-12-08,2025-02-02,True,2023-02-06,December,Dec
2024-12-08,308,11,2024,44,2,,2024-12-08,2025-02-02,False,2023-02-06,December,Dec
2024-12-09,309,11,2024,45,2,,2024-12-15,2025-02-02,False,2023-02-06,December,Dec
2024-12-10,310,11,2024,45,2,,2024-12-15,2025-02-02,False,2023-02-06,December,Dec
2024-12-11,311,11,2024,45,2,,2024-12-15,2025-02-02,False,2023-02-06,December,Dec
2024-12-12,312,11,2024,45,2,,2024-12-15,2025-02-02,False,2023-02-06,December,Dec
2024-12-13,313,11,2024,45,2,,2024-12-15,2025-02-02,False,2023-02-06,December,Dec
2024-12-14,314,11,2024,45,2,,2024-12-15,2025-02-02,True,2023-02-06,December,Dec
2024-12-15,315,11,2024,45,2,,2024-12-15,2025-02-02,False,2023-02-06,December,Dec
2024-12-16,316,11,2024,46,2,,2024-12-22,2025-02-02,False,2023-02-06,December,Dec
2024-12-17,317,11,2024,46,2,,2024-12-22,2025-02-02,False,2023-02-06,December,Dec
2024-12-18,318,11,2024,46,2,,2024-12-22,2025-02-02,False,2023-02-06,December,Dec
2024-12-19,319,11,2024,46,2,,2024-12-22,2025-02-02,False,2023-02-06,December,Dec
2024-12-20,320,11,2024,46,2,,2024-12-22,2025-02-02,False,2023-02-06,December,Dec
2024-12-21,321,11,2024,46,2,,2024-12-22,2025-02-02,True,2023-02-06,December,Dec
2024-12-22,322,11,2024,46,2,,2024-12-22,2025-02-02,False,2023-02-06,December,Dec
2024-12-23,323,11,2024,47,2,2024-12-29,2024-12-29,2025-02-02,False,2023-02-06,December,Dec
2024-12-24,324,11,2024,47,2,2024-12-29,2024-12-29,2025-02-02,False,2023-02-06,December,Dec
2024-12-25,325,11,2024,47,2,2024-12-29,2024-12-29,2025-02-02,False,2023-02-06,December,Dec
2024-12-26,326,11,2024,47,2,2024-12-29,2024-12-29,2025-02-02,False,2023-02-06,December,Dec
2024-12-27,327,11,2024,47,2,2024-12-29,2024-12-29,2025-02-02,False,2023-02-06,December,Dec
2024-12-28,328,11,2024,47,2,2024-12-29,2024-12-29,2025-02-02,True,2023-02-06,December,Dec
2024-12-29,329,11,2024,47,2,2024-12-29,2024-12-29,2025-02-02,False,2023-02-06,December,Dec
2024-12-30,330,12,2024,48,2,,2025-01-05,2025-02-02,False,2023-02-06,December,Dec
2024-12-31,331,12,2024,48,2,,2025-01-05,2025-02-02,False,2023-02-06,December,Dec
2025-01-01,332,12,2024,48,2,,2025-01-05,2025-02-02,False,2023-02-06,January,Jan
2025-01-02,333,12,2024,48,2,,2025-01-05,2025-02-02,False,2023-02-06,January,Jan
2025-01-03,334,12,2024,48,2,,2025-01-05,2025-02-02,False,2023-02-06,January,Jan
2025-01-04,335,12,2024,48,2,,2025-01-05,2025-02-02,True,2023-02-06,January,Jan
2025-01-05,336,12,2024,48,2,,2025-01-05,2025-02-02,False,2023-02-06,January,Jan
2025-01-06,337,12,2024,49,2,,2025-01-12,2025-02-02,False,2023-02-06,January,Jan
2025-01-07,338,12,2024,49,2,,2025-01-12,2025-02-02,False,2023-02-06,January,Jan
2025-01-08,339,12,2024,49,2,,2025-01-12,2025-02-02,False,2023-02-06,January,Jan
2025-01-09,340,12,2024,49,2,,2025-01-12,2025-02-02,False,2023-02-06,January,Jan
2025-01-10,341,12,2024,49,2,,2025-01-12,2025-02-02,False,2023-02-06,January,Jan
2025-01-11,342,12,2024,49,2,,2025-01-12,2025-02-02,True,2023-02-06,January,Jan
2025-01-12,343,12,2024,49,2,,2025-01-12,2025-02-02,False,2023-02-06,January,Jan
2025-01-13,344,12,2024,50,2,,2025-01-19,2025-02-02,False,2023-02-06,January,Jan
2025-01-14,345,12,2024,50,2,,2025-01-19,2025-02-02,False,2023-02-06,January,Jan
2025-01-15,346,12,2024,50,2,,2025-01-19,2025-02-02,False,2023-02-06,January,Jan
2025-01-16,347,12,2024,50,2,,2025-01-19,2025-02-02,False,2023-02-06,January,Jan
2025-01-17,348,12,2024,50,2,,2025-01-19,2025-02-02,False,2023-02-06,January,Jan
2025-01-18,349,12,2024,50,2,,2025-01-19,2025-02-02,True,2023-02-06,January,Jan
2025-01-19,350,12,2024,50,2,,2025-01-19,2025-02-02,False,2023-02-06,January,Jan
2025-01-20,351,12,2024,51,2,,2025-01-26,2025-02-02,False,2023-02-06,January,Jan
2025-01-21,352,12,2024,51,2,,2025-01-26,2025-02-02,False,2023-02-06,January,Jan
2025-01-22,353,12,2024,51,2,,2025-01-26,2025-02-02,False,2023-02-06,January,Jan
2025-01-23,354,12,2024,51,2,,2025-01-26,2025-02-02,False,2023-02-06,January,Jan
2025-01-24,355,12,2024,51,2,,2025-01-26,2025-02-02,False,2023-02-06,January,Jan
2025-01-25,356,12,2024,51,2,,2025-01-26,2025-02-02,True,2023-02-06,January,Jan
2025-01-26,357,12,2024,51,2,,2025-01-26,2025-02-02,False,2023-02-06,January,Jan
2025-01-27,358,12,2024,52,2,2025-02-02,2025-02-02,2025-02-02,False,2023-02-06,January,Jan
2025-01-28,359,12,2024,52,2,2025-02-02,2025-02-02,2025-02-02,False,2023-02-06,January,Jan
2025-01-29,360,12,2024,52,2,2025-02-02,2025-02-02,2025-02-02,False,2023-02-06,January,Jan
2025-01-30,361,12,2024,52,2,2025-02-02,2025-02-02,2025-02-02,False,2023-02-06,January,Jan
2025-01-31,362,12,2024,52,2,2025-02-02,2025-02-02,2025-02-02,False,2023-02-06,January,Jan
2025-02-01,363,12,2024,52,2,2025-02-02,2025-02-02,2025-02-02,True,2023-02-06,February,Feb
2025-02-02,364,12,2024,52,2,2025-02-02,2025-02-02,2025-02-02,False,2023-02-06,February,Feb
2025-02-03,1,1,2025,1,1,,2025-02-09,2025-08-03,False,2024-02-05,February,Feb
2025-02-04,2,1,2025,1,1,,2025-02-09,2025-08-03,False,2024-02-05,February,Feb
2025-02-05,3,1,2025,1,1,,2025-02-09,2025-08-03,False,2024-02-05,February,Feb
2025-02-06,4,1,2025,1,1,,2025-02-09,2025-08-03,False,2024-02-05,February,Feb
2025-02-07,5,1,2025,1,1,,2025-02-09,2025-08-03,False,2024-02-05,February,Feb
2025-02-08,6,1,2025,1,1,,2025-02-09,2025-08-03,True,2024-02-05,February,Feb
2025-02-09,7,1,2025,1,1,,2025-02-09,2025-08-03,False,2024-02-05,February,Feb
2025-02-10,8,1,2025,2,1,,2025-02-16,2025-08-03,False,2024-02-05,February,Feb
2025-02-11,9,1,2025,2,1,,2025-02-16,2025-08-03,False,2024-02-05,February,Feb
2025-02-12,10,1,2025,2,1,,2025-02-16,2025-08-03,False,2024-02-05,February,Feb
2025-02-13,11,1,2025,2,1,,2025-02-16,2025-08-03,False,2024-02-05,February,Feb
2025-02-14,12,1,2025,2,1,,2025-02-16,2025-08-03,False,2024-02-05,February,Feb
2025-02-15,13,1,2025,2,1,,2025-02-16,2025-08-03,True,2024-02-05,February,Feb
2025-02-16,14,1,2025,2,1,,2025-02-16,2025-08-03,False,2024-02-05,February,Feb
2025-02-17,15,1,2025,3,1,,2025-02-23,2025-08-03,False,2024-02-05,February,Feb
2025-02-18,16,1,2025,3,1,,2025-02-23,2025-08-03,False,2024-02-05,February,Feb
2025-02-19,17,1,2025,3,1,,2025-02-23,2025-08-03,False,2024-02-05,February,Feb
2025-02-20,18,1,2025,3,1,,2025-02-23,2025-08-03,False,2024-02-05,February,Feb
2025-02-21,19,1,2025,3,1,,2025-02-23,2025-08-03,False,2024-02-05,February,Feb
2025-02-22,20,1,2025,3,1,,2025-02-23,2025-08-03,True,2024-02-05,February,Feb
2025-02-23,21,1,2025,3,1,,2025-02-23,2025-08-03,False,2024-02-05,February,Feb
2025-02-24,22,1,2025,4,1,2025-03-02,2025-03-02,2025-08-03,False,2024-02-05,February,Feb
2025-02-25,23,1,2025,4,1,2025-03-02,2025-03-02,2025-08-03,False,2024-02-05,February,Feb
2025-02-26,24,1,2025,4,1,2025-03-02,2025-03-02,2025-08-03,False,2024-02-05,February,Feb
2025-02-27,25,1,2025,4,1,2025-03-02,2025-03-02,2025-08-03,False,2024-02-05,February,Feb
2025-02-28,26,1,2025,4,1,2025-03-02,2025-03-02,2025-08-03,False,2024-02-05,February,Feb
2025-03-01,27,1,2025,4,1,2025-03-02,2025-03-02,2025-08-03,True,2024-02-05,March,Mar
2025-03-02,28,1,2025,4,1,2025-03-02,2025-03-02,2025-08-03,False,2024-02-05,March,Mar
2025-03-03,29,2,2025,5,1,,2025-03-09,2025-08-03,False,2024-02-05,March,Mar
2025-03-04,30,2,2025,5,1,,2025-03-09,2025-08-03,False,2024-02-05,March,Mar
2025-03-05,31,2,2025,5,1,,2025-03-09,2025-08-03,False,2024-02-05,March,Mar
2025-03-06,32,2,2025,5,1,,2025-03-09,2025-08-03,False,2024-02-05,March,Mar
2025-03-07,33,2,2025,5,1,,2025-03-09,2025-08-03,False,2024-02-05,March,Mar
2025-03-08,34,2,2025,5,1,,2025-03-09,2025-08-03,True,2024-02-05,March,Mar
2025-03-09,35,2,2025,5,1,,2025-03-09,2025-08-03,False,2024-02-05,March,Mar
2025-03-10,36,2,2025,6,1,,2025-03-16,2025-08-03,False,2024-02-05,March,Mar
2025-03-11,37,2,2025,6,1,,2025-03-16,2025-08-03,False,2024-02-05,March,Mar
2025-03-12,38,2,2025,6,1,,2025-03-16,2025-08-03,False,2024-02-05,March,Mar
2025-03-13,39,2,2025,6,1,,2025-03-16,2025-08-03,False,2024-02-05,March,Mar
2025-03-14,40,2,2025,6,1,,2025-03-16,2025-08-03,False,2024-02-05,March,Mar
2025-03-15,41,2,2025,6,1,,2025-03-16,2025-08-03,True,2024-02-05,March,Mar
2025-03-16,42,2,2025,6,1,,2025-03-16,2025-08-03,False,2024-02-05,March,Mar
2025-03-17,43,2,2025,7,1,,2025-03-23,2025-08-03,False,2024-02-05,March,Mar
2025-03-18,44,2,2025,7,1,,2025-03-23,2025-08-03,False,2024-02-05,March,Mar
2025-03-19,45,2,2025,7,1,,2025-03-23,2025-08-03,False,2024-02-05,March,Mar
2025-03-20,46,2,2025,7,1,,2025-03-23,2025-08-03,False,2024-02-05,March,Mar
2025-03-21,47,2,2025,7,1,,2025-03-23,2025-08-03,False,2024-02-05,March,Mar
2025-03-22,48,2,2025,7,1,,2025-03-23,2025-08-03,True,2024-02-05,March,Mar
2025-03-23,49,2,2025,7,1,,2025-03-23,2025-08-03,False,2024-02-05,March,Mar
2025-03-24,50,2,2025,8,1,2025-03-30,2025-03-30,2025-08-03,False,2024-02-05,March,Mar
2025-03-25,51,2,2025,8,1,2025-03-30,2025-03-30,2025-08-03,False,2024-02-05,March,Mar
2025-03-26,52,2,2025,8,1,2025-03-30,2025-03-30,2025-08-03,False,2024-02-05,March,Mar
